id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1199425160664604673,Tue Nov 26 20:30:17 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Cows have gotten their hands on VR #NotTheOnion

https://t.co/qvOM07zOhL",Cows gotten hands VR,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,2,0,mgzhangVR,False,NotTheOnion,,"Ann Arbor, MI",
1199414370779795456,Tue Nov 26 19:47:24 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GlobalEdmonton: A man allegedly assaulting strangers by throwing buckets of feces on them has struck for a third time, Toronto police s…",A man allegedly assaulting strangers throwing buckets feces struck third time Toronto police s…,"Sentiment(polarity=-0.05, subjectivity=0.05)",-0.05,0.05,en,0,4,Savitar179,,,GlobalEdmonton,"Edmonton, Alberta",
1199410770557067264,Tue Nov 26 19:33:06 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @GlobalEdmonton: A man allegedly assaulting strangers by throwing buckets of feces on them has struck for a third time, Toronto police s…",A man allegedly assaulting strangers throwing buckets feces struck third time Toronto police s…,"Sentiment(polarity=-0.05, subjectivity=0.05)",-0.05,0.05,en,0,4,MM47821446,,,GlobalEdmonton,Canada 🇨🇦 ,
1199410224559345664,Tue Nov 26 19:30:56 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @GlobalEdmonton: A man allegedly assaulting strangers by throwing buckets of feces on them has struck for a third time, Toronto police s…",A man allegedly assaulting strangers throwing buckets feces struck third time Toronto police s…,"Sentiment(polarity=-0.05, subjectivity=0.05)",-0.05,0.05,en,0,4,lambert_pp,,,GlobalEdmonton,Canada,
1199404309148000257,Tue Nov 26 19:07:25 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GlobalEdmonton: A man allegedly assaulting strangers by throwing buckets of feces on them has struck for a third time, Toronto police s…",A man allegedly assaulting strangers throwing buckets feces struck third time Toronto police s…,"Sentiment(polarity=-0.05, subjectivity=0.05)",-0.05,0.05,en,0,4,Sabrowsky,,,GlobalEdmonton,Edmonton,
1199401184320217089,Tue Nov 26 18:55:00 +0000 2019,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A man allegedly assaulting strangers by throwing buckets of feces on them has struck for a third time, Toronto poli… https://t.co/J1YY95KWHT",A man allegedly assaulting strangers throwing buckets feces struck third time Toronto poli…,"Sentiment(polarity=-0.05, subjectivity=0.05)",-0.05,0.05,en,0,0,880Edmonton,False,,,Edmonton,
1199401155010482177,Tue Nov 26 18:54:53 +0000 2019,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A man allegedly assaulting strangers by throwing buckets of feces on them has struck for a third time, Toronto poli… https://t.co/qOAGO8LmtP",A man allegedly assaulting strangers throwing buckets feces struck third time Toronto poli…,"Sentiment(polarity=-0.05, subjectivity=0.05)",-0.05,0.05,en,0,0,630CHED,False,,,Edmonton,
1199400423544774656,Tue Nov 26 18:51:59 +0000 2019,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A man allegedly assaulting strangers by throwing buckets of feces on them has struck for a third time, Toronto poli… https://t.co/UX9ZhXyl6O",A man allegedly assaulting strangers throwing buckets feces struck third time Toronto poli…,"Sentiment(polarity=-0.05, subjectivity=0.05)",-0.05,0.05,en,3,4,GlobalEdmonton,False,,,"Edmonton, AB",
1199384206062837760,Tue Nov 26 17:47:32 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @NGOmonitor: You know @HRW is defending #HumanRights when a theocratic dictatorship is sad to see them go.🙄 #NotTheOnion #HumanRightsHyp…,You know defending theocratic dictatorship sad see go …,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,0,16,LeifThybell,,"HumanRights, NotTheOnion","NGOmonitor, hrw",,
1199380847457185792,Tue Nov 26 17:34:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Papa needs a new diet! #NotTheOnion https://t.co/mMxQK7vTSe via @HuffPostWeird,Papa needs new diet via,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,0,Kam_Perez,False,NotTheOnion,HuffPostWeird,"New York, NY",
1199353177235230720,Tue Nov 26 15:44:15 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","""Why wasn’t it done a long time ago, and also — well, I guess the answer to that is because now I’m president, and… https://t.co/hib731uEPd",`` Why ’ done long time ago also — well I guess answer I ’ president and…,"Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4,en,0,0,rodrigocampos,False,,,Sanctuary City,
1199337030712348673,Tue Nov 26 14:40:05 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @NGOmonitor: You know @HRW is defending #HumanRights when a theocratic dictatorship is sad to see them go.🙄 #NotTheOnion #HumanRightsHyp…,You know defending theocratic dictatorship sad see go …,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,0,16,xMorgenthaux,,"HumanRights, NotTheOnion","NGOmonitor, hrw","St Paul, MN",
1199336852034949123,Tue Nov 26 14:39:22 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @NGOmonitor: You know @HRW is defending #HumanRights when a theocratic dictatorship is sad to see them go.🙄 #NotTheOnion #HumanRightsHyp…,You know defending theocratic dictatorship sad see go …,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,0,16,LoveoftheLand,,"HumanRights, NotTheOnion","NGOmonitor, hrw",Israel,
1199321988264857600,Tue Nov 26 13:40:18 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The Onion, but also #notTheOnion  https://t.co/J1zdPGpqmt",The Onion also,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,chadbdot,False,notTheOnion,,"Brooklyn, NY",
1199319662959284225,Tue Nov 26 13:31:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @NGOmonitor: You know @HRW is defending #HumanRights when a theocratic dictatorship is sad to see them go.🙄 #NotTheOnion #HumanRightsHyp…,You know defending theocratic dictatorship sad see go …,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,0,16,IsraelInstNZ,,"HumanRights, NotTheOnion","NGOmonitor, hrw",,
1199306145455689728,Tue Nov 26 12:37:21 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @NGOmonitor: You know @HRW is defending #HumanRights when a theocratic dictatorship is sad to see them go.🙄 #NotTheOnion #HumanRightsHyp…,You know defending theocratic dictatorship sad see go …,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,0,16,Shimsha5,,"HumanRights, NotTheOnion","NGOmonitor, hrw",Western Australia ,
1199289912354320384,Tue Nov 26 11:32:51 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",You know @HRW is defending #HumanRights when a theocratic dictatorship is sad to see them go.🙄 #NotTheOnion… https://t.co/W39VqI3UhB,You know defending theocratic dictatorship sad see go …,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,27,16,NGOmonitor,False,"HumanRights, NotTheOnion",hrw,Israel,
1199276641647611906,Tue Nov 26 10:40:07 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Today in #NotTheOnion

https://t.co/LxO9gjrm8Q",Today,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,SergeNuffler,False,NotTheOnion,,,
1199246413642600448,Tue Nov 26 08:40:00 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NTKOMidwife: What the actual fuck.
#notTheOnion https://t.co/zm5ExxoEdF",What actual fuck,"Sentiment(polarity=-0.2, subjectivity=0.35)",-0.2,0.35,en,0,1,sammyyy,False,notTheOnion,NTKOMidwife,"Los Angeles, CA",
1199089573776764928,Mon Nov 25 22:16:47 +0000 2019,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",RT @leftcoastbabe: So who figured Trump would be seen with any dog in White House.  Bonus points for guessing he would use the dog to  thre…,So figured Trump would seen dog White House Bonus points guessing would use dog thre…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,3,madamyez,,,leftcoastbabe,"Philadelphia, PA.",
1199069913417211905,Mon Nov 25 20:58:39 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @leftcoastbabe: So who figured Trump would be seen with any dog in White House.  Bonus points for guessing he would use the dog to  thre…,So figured Trump would seen dog White House Bonus points guessing would use dog thre…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,3,Velcroski,,,leftcoastbabe,"Chicago, IL.  UBC 58(union)",
1199069211487682560,Mon Nov 25 20:55:52 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @leftcoastbabe: So who figured Trump would be seen with any dog in White House.  Bonus points for guessing he would use the dog to  thre…,So figured Trump would seen dog White House Bonus points guessing would use dog thre…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,3,AkerKathi,,,leftcoastbabe,"Tujunga, Los Angeles",
1199068850358247429,Mon Nov 25 20:54:26 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",So who figured Trump would be seen with any dog in White House.  Bonus points for guessing he would use the dog to… https://t.co/0M8lWI1Mo4,So figured Trump would seen dog White House Bonus points guessing would use dog to…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,7,3,leftcoastbabe,,,,,
1199055474810900480,Mon Nov 25 20:01:17 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@StarTribune *Gasp* A commander-in-chief ordered something 🤣 #NotTheOnion,*Gasp* A commander-in-chief ordered something 🤣,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,3,0,Balou8900,,NotTheOnion,StarTribune,Cottage Grove MN,
1199007845431173121,Mon Nov 25 16:52:01 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ok, here's #bitcoin and 'fundamental value' in the same sentence. #NotTheOnion https://t.co/J3crneE2dF",Ok 's 'fundamental value sentence,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,22,0,mark_dow,False,"bitcoin, NotTheOnion",,Behavioral Macro,
1198995746692968448,Mon Nov 25 16:03:56 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Rick_Pescatore @thedailyjournal #nottheonion if the condescending tone didn’t tip you off the thinly veiled racism… https://t.co/CX9hWmCYVY,condescending tone ’ tip thinly veiled racism…,"Sentiment(polarity=-0.4, subjectivity=0.8500000000000001)",-0.4,0.8500000000000001,en,1,0,BachFancy,,nottheonion,"Rick_Pescatore, thedailyjournal",Fantasyland,
1198985549584969729,Mon Nov 25 15:23:25 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @habib_b: Men with sticks attack tents where peaceful, interesting discussions occur. #nottheonion #beirut https://t.co/FeF8GqYJLs",Men sticks attack tents peaceful interesting discussions occur,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5,en,0,7,Leila1H,False,"nottheonion, beirut",habib_b,כיבוש = טרור מתמשך,
1198946165049495552,Mon Nov 25 12:46:55 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @habib_b: Men with sticks attack tents where peaceful, interesting discussions occur. #nottheonion #beirut https://t.co/FeF8GqYJLs",Men sticks attack tents peaceful interesting discussions occur,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5,en,0,7,alanabbey,False,"nottheonion, beirut",habib_b,"Jerusalem, Israel",
1198944540469714945,Mon Nov 25 12:40:28 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @habib_b: Men with sticks attack tents where peaceful, interesting discussions occur. #nottheonion #beirut https://t.co/FeF8GqYJLs",Men sticks attack tents peaceful interesting discussions occur,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5,en,0,7,ABarnardNYT,False,"nottheonion, beirut",habib_b,"New York, NY",
1198939953142460416,Mon Nov 25 12:22:14 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Today in #NotTheOnion

https://t.co/2bH8qcyxiX",Today,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,SergeNuffler,False,NotTheOnion,,,
1198889779884101632,Mon Nov 25 09:02:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @habib_b: Men with sticks attack tents where peaceful, interesting discussions occur. #nottheonion #beirut https://t.co/FeF8GqYJLs",Men sticks attack tents peaceful interesting discussions occur,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5,en,0,7,LamaZaher,False,"nottheonion, beirut",habib_b,Beirut,
1198867106638581760,Mon Nov 25 07:32:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @habib_b: Men with sticks attack tents where peaceful, interesting discussions occur. #nottheonion #beirut https://t.co/FeF8GqYJLs",Men sticks attack tents peaceful interesting discussions occur,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5,en,0,7,Arabiandestiny3,False,"nottheonion, beirut",habib_b,,
1198866877868457984,Mon Nov 25 07:31:52 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mexican bologna seized at TX border: officials | The Sacramento Bee #NotTheOnion https://t.co/8ozWWUblqE,Mexican bologna seized TX border officials The Sacramento Bee,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,EvilMark665,False,NotTheOnion,,"Colorado, USA",
1198845250976014336,Mon Nov 25 06:05:55 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @habib_b: Men with sticks attack tents where peaceful, interesting discussions occur. #nottheonion #beirut https://t.co/FeF8GqYJLs",Men sticks attack tents peaceful interesting discussions occur,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5,en,0,7,Abir_F,False,"nottheonion, beirut",habib_b,Beirut,
1198829758697627649,Mon Nov 25 05:04:22 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TheMossadIL: @ADL @SachaBaronCohen Of course our thoughts are in line with SBC's. 
How can we possibly be an effective parody account i…",Of course thoughts line SBC 's How possibly effective parody account i…,"Sentiment(polarity=0.6, subjectivity=0.8)",0.6,0.8,en,0,6,russianjewess,,,"TheMossadIL, ADL, SachaBaronCohen",United States,
1198808260012318720,Mon Nov 25 03:38:56 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Apparently, #NotTheOnion https://t.co/2PcRPLJHOa",Apparently,"Sentiment(polarity=0.05, subjectivity=0.35)",0.05,0.35,en,0,0,kellykbergeron,False,NotTheOnion,,,
1198805581122822147,Mon Nov 25 03:28:17 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @habib_b: Men with sticks attack tents where peaceful, interesting discussions occur. #nottheonion #beirut https://t.co/FeF8GqYJLs",Men sticks attack tents peaceful interesting discussions occur,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5,en,0,7,alexbojalil,False,"nottheonion, beirut",habib_b,Where the streets have no name,
